,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
345,Winai,29,"('empathetic', 'meticulous', 'optimistic')","('overthinking', 'shy', 'overly trusting')","('yoga', 'traveling', 'photography')",Software Developer,Digital Surge,middle class,pansexual,Buddhist,0,5.8,dark brown,black,olive,lean,THAI,M,"('THAI', 'M')"
346,Weisheng,35,"('innovative', 'patient', 'courageous')","('workaholic', 'blunt', 'aloof')","('robotics', 'reading', 'swimming')",Physicist,Quantum Leap,upper middle class,heterosexual,none,0,5.1,black,brown,light,average,CHINESE,M,"('CHINESE', 'M')"
347,Erzsebet,27,"('kind', 'adventurous', 'artistic')","('indecisive', 'moody', 'self-critical')","('painting', 'cycling', 'writing')",Architect,Design Burst,middle class,heterosexual,Christian,0,5.5,brown,hazel,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
348,Petteri,30,"('pragmatic', 'curious', 'dedicated')","('impatient', 'stubborn', 'aloof')","('hiking', 'reading', 'gaming')",Philosopher,Mindstorm,middle class,heterosexual,agnostic,0,5.11,blonde,blue,fair,slim,NORDIC,M,"('NORDIC', 'M')"
349,Dongseok,26,"('diligent', 'humble', 'creative')","('perfectionist', 'reserved', 'anxious')","('drawing', 'coding', 'basketball')",Graphic Designer,Pixel Rush,middle class,homosexual,non-religious,0,5.9,black,brown,fair,average,KOREAN,M,"('KOREAN', 'M')"
350,Wafa,34,"('compassionate', 'strong-willed', 'observant')","('stubborn', 'impulsive', 'sensitive')","('knitting', 'writing', 'photography')",Doctor,Healing Wave,upper middle class,bisexual,Muslim,0,5.6,black,brown,medium,fit,ARAB,F,"('ARAB', 'F')"
352,Mehmet,29,"('enthusiastic', 'practical', 'generous')","('impatient', 'competitive', 'blunt')","('soccer', 'cooking', 'photography')",Teacher,Knowledge Blast,middle class,pansexual,Muslim,0,6.0,dark brown,brown,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
353,Virgine,32,"('empathetic', 'artistic', 'resourceful')","('overly-sensitive', 'pessimistic', 'introverted')","('writing', 'gardening', 'yoga')",Author,Inspiration Surge,lower-middle class,asexual,none,0,5.4,brown,green,light,petite,FRENCH,F,"('FRENCH', 'F')"
354,Dzenana,24,"('enthusiastic', 'loyal', 'ingenious')","('stubborn', 'impatient', 'moody')","('painting', 'running', 'horseback riding')",Veterinarian,Animal Bond,middle class,heterosexual,none,0,5.7,blonde,grey,olive,athletic,SLAV,F,"('SLAV', 'F')"
355,Szilard,40,"('wise', 'focused', 'calm')","('aloof', 'rigid', 'critical')","('sailing', 'writing', 'meditation')",Lawyer,Judgement Call,upper middle class,heterosexual,Christian,0,6.0,grey,blue,fair,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
356,Florette,36,"('compassionate', 'optimistic', 'artistic')","('overly-sensitive', 'messy', 'indecisive')","('painting', 'reading', 'yoga')",Therapist,Mind Calm,middle class,homosexual,spiritual,0,5.5,red,brown,fair,average,AFRICAN,F,"('AFRICAN', 'F')"
357,Blair,26,"('determined', 'intelligent', 'curious')","('reserved', 'critical', 'perfectionist')","('chess', 'coding', 'reading')",Cybersecurity Specialist,Firewall Blast,upper middle class,bisexual,atheist,0,6.1,black,blue,light,fit,ENGLISH,M,"('ENGLISH', 'M')"
358,Charilaos,38,"('intelligent', 'loyal', 'adventurous')","('stubborn', 'blunt', 'competitive')","('hiking', 'photography', 'reading')",Historian,Time Warp,middle class,heterosexual,Christian,0,5.8,grey,green,olive,slim,GREEK,M,"('GREEK', 'M')"
359,Diclehan,25,"('curious', 'empathetic', 'analytical')","('introverted', 'indecisive', 'impatient')","('puzzle solving', 'reading', 'running')",Data Analyst,Data Surge,middle class,pansexual,none,0,5.4,black,brown,medium,average,TURKISH,F,"('TURKISH', 'F')"
360,Mhairi,29,"('inventive', 'dedicated', 'humorous')","('stubborn', 'sarcastic', 'cynical')","('pottery', 'hiking', 'reading')",Engineer,Tech Burst,middle class,lesbian,agnostic,0,5.5,blonde,blue,fair,fit,ENGLISH,F,"('ENGLISH', 'F')"
361,Refik,31,"('logical', 'patient', 'kind')","('dramatic', 'stubborn', 'impatient')","('programming', 'gardening', 'cycling')",Software Engineer,Code Blitz,middle class,heterosexual,none,0,6.0,brown,green,light,muscular,TURKISH,M,"('TURKISH', 'M')"
362,Sungho,28,"('empathetic', 'innovative', 'diligent')","('stubborn', 'impatient', 'indecisive')","('photography', 'cycling', 'hiking')",Software Engineer,Quantum Leap,middle class,heterosexual,agnostic,0,5.7,black,brown,light brown,athletic,KOREAN,M,"('KOREAN', 'M')"
363,Jiatao,32,"('thoughtful', 'curious', 'meticulous')","('introverted', 'perfectionist', 'skeptical')","('painting', 'chess', 'cooking')",Research Scientist,Mind Meld,upper-middle class,heterosexual,secular,0,5.9,black,dark brown,medium,slim,CHINESE,M,"('CHINESE', 'M')"
364,Hesheng,25,"('charismatic', 'optimistic', 'adventurous')","('reckless', 'impulsive', 'forgetful')","('rock climbing', 'traveling', 'gaming')",Journalist,Eagle Eye,middle class,bisexual,Buddhist,0,5.8,brown,hazel,olive,fit,CHINESE,M,"('CHINESE', 'M')"
365,Rupali,29,"('compassionate', 'creative', 'resilient')","('anxious', 'distrustful', 'critical')","('poetry', 'yoga', 'gardening')",Teacher,Aura Shield,middle class,heterosexual,Hindu,0,5.5,black,dark brown,tan,average,INDIAN,F,"('INDIAN', 'F')"
366,Rasesh,33,"('analytical', 'loyal', 'resourceful')","('arrogant', 'stubborn', 'secretive')","('strategy games', 'sailing', 'reading')",Financial Analyst,Financial Gambit,upper-middle class,heterosexual,Jain,0,5.11,black,brown,medium brown,muscular,INDIAN,M,"('INDIAN', 'M')"
367,Seymour,45,"('knowledgeable', 'calm', 'wise')","('aloof', 'pessimistic', 'blunt')","('fishing', 'writing', 'bird watching')",Librarian,Time Stop,middle class,homosexual,atheist,0,6.1,gray,blue,pale,sturdy,ENGLISH,M,"('ENGLISH', 'M')"
368,Yashraj,27,"('ambitious', 'charming', 'strategic')","('manipulative', 'impatient', 'workaholic')","('tennis', 'investing', 'public speaking')",Entrepreneur,Market Sweep,upper class,heterosexual,Hindu,0,6.0,black,dark brown,dark brown,fit,INDIAN,M,"('INDIAN', 'M')"
369,Farkas,38,"('brave', 'loyal', 'resourceful')","('hot-tempered', 'impatient', 'stubborn')","('hiking', 'woodworking', 'archery')",Wildlife Ranger,Nature's Fury,middle class,heterosexual,pagan,0,6.2,blonde,green,fair,muscular,HUNGARIAN,M,"('HUNGARIAN', 'M')"
370,Shixuan,30,"('analytical', 'thoughtful', 'intuitive')","('moody', 'indecisive', 'introverted')","('calligraphy', 'meditation', 'puzzles')",Data Scientist,Data Surge,upper-middle class,heterosexual,Taoist,0,5.8,black,brown,olive,average,CHINESE,M,"('CHINESE', 'M')"
371,Guomei,42,"('nurturing', 'dedicated', 'patient')","('overprotective', 'rigid', 'sensitive')","('cooking', 'sewing', 'reading')",Nurse,Healing Touch,middle class,heterosexual,Buddhist,0,5.6,black,dark brown,fair,slim,CHINESE,F,"('CHINESE', 'F')"
372,Judit,35,"('confident', 'charismatic', 'passionate')","('impatient', 'opinionated', 'stubborn')","('theater', 'dancing', 'volunteering')",Social Worker,Compassion Wave,middle class,bisexual,Christian,0,5.7,red,blue,fair,curvy,HUNGARIAN,F,"('HUNGARIAN', 'F')"
373,Akio,36,"('innovative', 'resilient', 'meticulous')","('perfectionist', 'workaholic', 'aloof')","('robotics', 'reading', 'jogging')",Engineer,Tech Burst,upper-middle class,heterosexual,Shinto,0,5.9,black,brown,light tan,slim,JAPANESE,M,"('JAPANESE', 'M')"
374,Eevariitta,28,"('cheerful', 'empathetic', 'determined')","('naive', 'sensitive', 'impulsive')","('photography', 'snowboarding', 'knitting')",Graphic Designer,Creative Spark,middle class,asexual,Lutheran,0,5.6,blonde,blue,fair,average,NORDIC,F,"('NORDIC', 'F')"
375,Abdulrasool,40,"('calm', 'wise', 'thoughtful')","('reserved', 'critical', 'cynical')","('gardening', 'poetry', 'hiking')",Professor,Knowledge Wave,upper-middle class,heterosexual,Islam,0,6.0,black,brown,medium brown,average,ARAB,M,"('ARAB', 'M')"
376,Ceyhan,34,"('brave', 'outgoing', 'resourceful')","('impulsive', 'reckless', 'stubborn')","('paragliding', 'scuba diving', 'painting')",Architect,Aerodynamic Strike,upper-middle class,heterosexual,Muslim,0,5.10,brown,green,olive,fit,TURKISH,M,"('TURKISH', 'M')"
377,Krisztian,31,"('innovative', 'strategic', 'persistent')","('arrogant', 'impatient', 'stubborn')","('soccer', 'coding', 'cooking')",Startup Founder,Startup Surge,upper class,homosexual,agnostic,0,6.0,brown,blue,light,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
378,Sarka,26,"('empathetic', 'kind', 'creative')","('shy', 'indecisive', 'sensitive')","('photography', 'drawing', 'jogging')",Graphic Designer,Color Burst,middle class,bisexual,Catholic,0,5.6,brown,hazel,fair,slim,SLAV,F,"('SLAV', 'F')"
379,Matitiahu,42,"('wise', 'patient', 'thoughtful')","('cautious', 'slow', 'rigid')","('reading', 'chess', 'gardening')",Historian,Time Rewind,middle class,heterosexual,Jewish,0,5.9,gray,brown,tan,average,ISRAELI,M,"('ISRAELI', 'M')"
380,Warunee,29,"('compassionate', 'dedicated', 'cheerful')","('overprotective', 'sensitive', 'stubborn')","('volunteering', 'dancing', 'cooking')",Nurse,Healing Wave,middle class,heterosexual,Buddhist,0,5.5,black,brown,light,slim,THAI,F,"('THAI', 'F')"
381,Katalin,33,"('innovative', 'efficient', 'focused')","('perfectionist', 'impatient', 'introverted')","('reading', 'running', 'cooking')",Pharmacist,Health Booster,upper-middle class,heterosexual,Catholic,0,5.7,brown,green,fair,average,HUNGARIAN,F,"('HUNGARIAN', 'F')"
382,Miina,24,"('kind', 'curious', 'determined')","('impatient', 'naive', 'stubborn')","('reading', 'hiking', 'painting')",Data Analyst,Quick Think,middle class,heterosexual,atheist,0,5.5,black,green,fair,slim,NORDIC,F,"('NORDIC', 'F')"
383,Sebiha,30,"('thoughtful', 'independent', 'humorous')","('critical', 'secretive', 'anxious')","('cooking', 'traveling', 'photography')",Teacher,Knowledge Burst,working class,bisexual,agnostic,0,5.3,brown,blue,olive,average,TURKISH,F,"('TURKISH', 'F')"
384,Sant'ana,27,"('optimistic', 'friendly', 'disciplined')","('overconfident', 'blunt', 'impulsive')","('fishing', 'guitar', 'running')",Software Developer,Code Surge,middle class,heterosexual,none,0,6.1,blonde,brown,tan,athletic,HISPANIC,F,"('HISPANIC', 'F')"
385,Christodoulos,35,"('meticulous', 'pragmatic', 'witty')","('cynical', 'aloof', 'stubborn')","('chess', 'gardening', 'reading')",Architect,Design Swoop,upper middle class,gay,orthodox christian,0,5.9,grey,hazel,fair,average,GREEK,M,"('GREEK', 'M')"
386,Crisanto,40,"('generous', 'patient', 'creative')","('procrastinator', 'disorganized', 'overly trusting')","('woodworking', 'cycling', 'photography')",Carpenter,Precision Cut,working class,heterosexual,catholic,0,5.8,dark brown,black,dark,muscular,HISPANIC,M,"('HISPANIC', 'M')"
387,Baiba,32,"('empathetic', 'cheerful', 'organized')","('overbearing', 'insecure', 'gullible')","('yoga', 'baking', 'journaling')",Journalist,Insightful Scoop,middle class,lesbian,none,0,5.7,red,green,light,slim,BALTIC,F,"('BALTIC', 'F')"
388,Marcandre,22,"('brave', 'adventurous', 'loyal')","('reckless', 'naive', 'impatient')","('mountain climbing', 'video games', 'photography')",Paramedic,Rapid Response,working class,heterosexual,catholic,0,6.0,black,hazel,pale,athletic,FRENCH,M,"('FRENCH', 'M')"
389,Eunah,28,"('compassionate', 'thoughtful', 'meticulous')","('perfectionist', 'introverted', 'skeptical')","('knitting', 'jogging', 'playing the piano')",Research Scientist,Eureka Moment,middle class,asexual,buddhist,0,5.4,black,brown,tan,average,KOREAN,F,"('KOREAN', 'F')"
390,Chantal,26,"('outgoing', 'funny', 'resourceful')","('overthinking', 'forgetful', 'impatient')","('singing', 'dancing', 'swimming')",Event Planner,Perfect Plan,upper middle class,pansexual,spiritual,0,5.6,brown,blue,brown,petite,FRENCH,F,"('FRENCH', 'F')"
391,Yuthana,33,"('calm', 'observant', 'polite')","('reserved', 'overcritical', 'sensitive')","('meditation', 'drawing', 'playing chess')",Financial Advisor,Strategic Insight,middle class,gay,none,0,5.7,black,grey,light brown,average,THAI,M,"('THAI', 'M')"
392,Annibale,38,"('ambitious', 'intelligent', 'determined')","('impatient', 'demanding', 'arrogant')","('golf', 'cycling', 'collecting stamps')",Entrepreneur,Market Mastery,upper class,heterosexual,roman catholic,0,6.2,grey,hazel,light,muscular,ITALIAN,M,"('ITALIAN', 'M')"
393,Eftychia,29,"('artistic', 'persistent', 'energetic')","('impulsive', 'aloof', 'overly emotional')","('painting', 'yoga', 'birdwatching')",Graphic Designer,Creative Blitz,middle class,pansexual,agnostic,0,5.5,blonde,blue,fair,slim,GREEK,F,"('GREEK', 'F')"
394,Nate,31,"('logical', 'direct', 'disciplined')","('blunt', 'impatient', 'aloof')","('programming', 'reading', 'hiking')",Civil Engineer,Structure Solver,middle class,heterosexual,none,0,5.1,black,brown,tan,average,ENGLISH,M,"('ENGLISH', 'M')"
395,Jameel,34,"('caring', 'dedicated', 'intelligent')","('perfectionist', 'sensitive', 'introverted')","('reading', 'cooking', 'fishing')",Doctor,Healing Hands,upper middle class,bisexual,sunni muslim,0,6.0,black,brown,dark,muscular,ARAB,M,"('ARAB', 'M')"
396,Raghupathi,29,"('humble', 'patient', 'intuitive')","('indecisive', 'reserved', 'overcautious')","('meditation', 'gardening', 'astronomy')",Software Engineer,Code Mastery,middle class,heterosexual,hindu,0,5.8,black,black,light brown,average,INDIAN,M,"('INDIAN', 'M')"
397,Gijsbertus,43,"('analytical', 'persistent', 'kind')","('stubborn', 'skeptical', 'overthinking')","('photography', 'cycling', 'writing')",Professor,Wisdom Wave,upper middle class,straight,none,0,5.9,grey,blue,fair,average,DUTCH,M,"('DUTCH', 'M')"
398,Karoline,36,"('creative', 'passionate', 'independent')","('stubborn', 'impulsive', 'insecure')","('painting', 'dancing', 'rock climbing')",Art Curator,Artistic Flourish,upper middle class,bisexual,unaffiliated,0,5.6,red,green,light,petite,GERMAN,F,"('GERMAN', 'F')"
399,Brankica,27,"('resilient', 'energetic', 'friendly')","('temperamental', 'impatient', 'forgetful')","('hiking', 'cooking', 'dancing')",Fitness Instructor,Stamina Surge,middle class,heterosexual,orthodox christian,0,5.7,brown,hazel,olive,athletic,SLAV,F,"('SLAV', 'F')"
400,Mareka,25,"('ambitious', 'curious', 'adaptable')","('stubborn', 'impatient', 'skeptical')","('writing', 'traveling', 'photography')",Journalist,Investigative Insight,middle class,lesbian,agnostic,0,5.4,black,brown,dark,slim,HUNGARIAN,F,"('HUNGARIAN', 'F')"
401,Dorothea,52,"('warm', 'practical', 'wise')","('overthinking', 'stubborn', 'reserved')","('reading', 'gardening', 'baking')",Teacher,Knowledge Shower,middle class,heterosexual,christian,0,5.5,grey,blue,light,average,GERMAN,F,"('GERMAN', 'F')"
402,Emanuela,31,"('compassionate', 'curious', 'optimistic')","('impatient', 'overthinking', 'stubborn')","('painting', 'gardening', 'hiking')",Architect,Quick Design Sketch,middle class,heterosexual,agnostic,1,5.5,brown,green,light,slender,ITALIAN,F,"('ITALIAN', 'F')"
403,Nikica,27,"('thoughtful', 'diligent', 'adventurous')","('indecisive', 'reserved', 'perfectionist')","('cycling', 'photography', 'reading')",Software Developer,Code Breaker,middle class,bisexual,atheist,1,5.8,black,blue,fair,athletic,SLAV,M,"('SLAV', 'M')"
404,Raimondas,45,"('disciplined', 'generous', 'witty')","('stubborn', 'blunt', 'restless')","('chess', 'bird watching', 'writing')",Journalist,Investigative Scoop,upper middle class,heterosexual,Christian,1,6.0,grey,brown,tan,average,BALTIC,M,"('BALTIC', 'M')"
405,Pierpaolo,34,"('confident', 'loyal', 'creative')","('impulsive', 'competitive', 'sensitive')","('dancing', 'cooking', 'playing chess')",Chef,Flambé Surprise,middle class,heterosexual,Catholic,1,5.1,blonde,green,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
406,Girard,52,"('wise', 'gentle', 'analytical')","('introverted', 'workaholic', 'skeptical')","('fishing', 'woodworking', 'reading history')",Professor,Historical Insight,upper middle class,heterosexual,agnostic,1,5.9,brown,blue,light,average,FRENCH,M,"('FRENCH', 'M')"
407,Gyslaine,29,"('friendly', 'innovative', 'meticulous')","('anxious', 'overly critical', 'inflexible')","('baking', 'yoga', 'knitting')",Pharmacist,Instant Remedy,middle class,pansexual,spiritual,1,5.6,red,hazel,fair,average,FRENCH,F,"('FRENCH', 'F')"
408,Olajumoke,38,"('brave', 'determined', 'caring')","('impatient', 'blunt', 'stubborn')","('running', 'photography', 'playing piano')",Surgeon,Precision Cut,upper middle class,heterosexual,Christian,1,5.7,black,brown,dark,toned,AFRICAN,F,"('AFRICAN', 'F')"
409,Rene,25,"('ambitious', 'empathetic', 'energetic')","('impulsive', 'napophilic', 'short-tempered')","('gaming', 'traveling', 'playing guitar')",Graphic Designer,Design Frenzy,middle class,gay,atheist,1,5.11,black,grey,light brown,athletic,FRENCH,M,"('FRENCH', 'M')"
410,Heikki,32,"('humble', 'perceptive', 'resourceful')","('aloof', 'cynical', 'impatient')","('skiing', 'reading', 'gardening')",Environmental Scientist,Eco Burst,middle class,heterosexual,spiritual,1,6.0,brown,blue,fair,average,NORDIC,M,"('NORDIC', 'M')"
411,Lambrini,28,"('cheerful', 'artistic', 'adventurous')","('forgetful', 'procrastinating', 'sensitive')","('drawing', 'hiking', 'playing violin')",Art Teacher,Masterpiece Creation,middle class,bisexual,agnostic,1,5.5,black,brown,olive,slim,GREEK,F,"('GREEK', 'F')"
412,Moussa,40,"('intelligent', 'kind-hearted', 'determined')","('stubborn', 'distrustful', 'workaholic')","('basketball', 'reading', 'traveling')",Lawyer,Legal Eagle,upper middle class,heterosexual,Muslim,1,5.11,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
413,Vered,36,"('passionate', 'intuitive', 'reliable')","('obsessive', 'overly cautious', 'perfectionist')","('yoga', 'cooking', 'pottery')",Therapist,Mind Healer,middle class,lesbian,Jewish,1,5.4,brown,hazel,fair,average,ISRAELI,F,"('ISRAELI', 'F')"
414,Xingwang,42,"('dedicated', 'thoughtful', 'humorous')","('critical', 'reserved', 'workaholic')","('martial arts', 'calligraphy', 'gardening')",Engineer,Precision Strike,middle class,heterosexual,Buddhist,1,5.8,black,black,medium,slender,CHINESE,M,"('CHINESE', 'M')"
415,Geertjan,26,"('curious', 'innovative', 'friendly')","('impulsive', 'overconfident', 'messy')","('gaming', 'coding', 'cycling')",Game Developer,Code Blitz,middle class,heterosexual,atheist,1,6.2,blonde,blue,light,average,DUTCH,M,"('DUTCH', 'M')"
416,Diomidis,39,"('strategic', 'charismatic', 'honest')","('blunt', 'hot-tempered', 'impatient')","('rowing', 'cooking', 'philosophy')",Business Analyst,Analytical Surge,middle class,heterosexual,Christian,1,5.11,brown,green,fair,average,GREEK,M,"('GREEK', 'M')"
417,Meixia,33,"('compassionate', 'creative', 'resourceful')","('stubborn', 'insecure', 'impatient')","('painting', 'yoga', 'photography')",Graphic Designer,Design Surge,middle class,heterosexual,Taoist,1,5.4,black,brown,fair,average,CHINESE,F,"('CHINESE', 'F')"
418,Danka,30,"('empathetic', 'meticulous', 'cheerful')","('anxious', 'indecisive', 'sensitive')","('reading', 'baking', 'gardening')",Nurse,Healing Touch,middle class,heterosexual,Christian,1,5.5,brown,blue,light,slender,SLAV,F,"('SLAV', 'F')"
